Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
14	28354	19	28354
14	13338	20	13338
16	49276	22	49276
17	67671	20	67671
16	31500	23	31500
13	1359	18	1359
12	18363	22	18363
17	27128	12	27128
16	32914	27	32914
13	8327	19	8327
15	30220	23	30220
12	14907	23	14907
15	54316	14	54316
17	29613	18	29613
17	14494	20	14494
16	22277	19	22277
17	39484	23	39484
15	20373	23	20373
17	54666	16	54666
16	57141	21	57141
17	55656	22	55656
16	39845	24	39845
14	29986	30	29986
13	36740	17	36740
17	65231	15	65231
15	30046	17	30046
17	41445	24	41445
18	54920	25	54920
12	9321	19	9321
16	64943	24	64943
16	28942	25	28942
16	66301	23	66301
15	47304	18	47304
18	67948	20	67948
14	5567	14	5567
16	31982	27	31982
13	4519	20	4519
15	20473	17	20473
16	62649	18	62649
16	34131	22	34131
12	11318	16	11318
15	23787	14	23787
16	32759	16	32759
16	53132	25	53132
17	46532	20	46532
17	50410	16	50410
16	43251	15	43251
16	14876	22	14876
16	33345	18	33345
12	14833	19	14833
16	44922	16	44922
16	4790	11	4790
16	30594	25	30594
17	46084	28	46084
15	5045	22	5045
17	47766	17	47766
15	18737	18	18737
15	52348	12	52348
15	22065	17	22065
17	24303	14	24303
17	60682	21	60682
16	26583	22	26583
12	21127	21	21127
17	53330	20	53330
16	32444	24	32444
16	53468	13	53468
14	46176	24	46176
14	24310	23	24310
14	23089	18	23089
13	29307	21	29307
18	47193	21	47193
13	3498	13	3498
16	17170	20	17170
16	32083	26	32083
17	46455	18	46455
13	9800	20	9800
15	27957	31	27957
17	68232	18	68232
16	60941	24	60941
13	4060	17	4060
14	28825	22	28825
15	37024	25	37024
15	9105	16	9105
17	52943	21	52943
16	55760	22	55760
16	61452	20	61452
14	5007	11	5007
17	10062	14	10062
15	52133	15	52133
12	7942	10	7942
18	7540	14	7540
12	11815	15	11815
16	21358	21	21358
15	39983	26	39983
16	65282	19	65282
16	67533	24	67533
15	40644	22	40644
17	18371	20	18371
13	3191	16	3191
17	64188	29	64188
16	68220	17	68220
18	66712	21	66712
16	26271	26	26271
15	44675	22	44675
17	33484	17	33484
16	49581	18	49581
17	61440	25	61440
14	24164	20	24164
15	21766	27	21766
16	65499	23	65499
17	52988	21	52988
18	58789	26	58789
16	4603	18	4603
14	35930	26	35930
15	44549	15	44549
17	42407	16	42407
17	17289	23	17289
17	30962	24	30962
8	891	15	891
14	25230	18	25230
14	38502	22	38502
18	12705	23	12705
15	46587	18	46587
17	54339	20	54339
17	44120	21	44120
15	25480	18	25480
14	2709	14	2709
14	23662	21	23662
17	19667	21	19667
17	47280	26	47280
13	20374	20	20374
13	22289	17	22289
15	21954	22	21954
15	53857	26	53857
16	48221	15	48221
17	52779	18	52779
14	21648	24	21648
11	2384	15	2384
14	4544	22	4544
16	63498	20	63498
17	55372	25	55372
14	39685	20	39685
16	44453	19	44453
16	67653	28	67653
14	14233	28	14233
14	16859	17	16859
17	61293	20	61293
16	45194	19	45194
17	64101	25	64101
15	16522	13	16522
17	53158	23	53158
16	39461	20	39461
16	44883	17	44883
14	13580	25	13580
16	46714	19	46714
16	16556	22	16556
15	13593	19	13593
15	66380	24	66380
16	40187	20	40187
16	33966	22	33966
17	62141	25	62141
15	17822	27	17822
17	43241	19	43241
14	21271	21	21271
13	15821	18	15821
16	45625	21	45625
13	2167	13	2167
15	9319	23	9319
14	7348	23	7348
15	41851	16	41851
15	53771	26	53771
16	51352	23	51352
16	32435	22	32435
15	46981	26	46981
17	42645	30	42645
16	53980	19	53980
17	35518	12	35518
15	44027	11	44027
12	4978	19	4978
18	65261	25	65261
16	38085	17	38085
17	64909	21	64909
15	41974	15	41974
16	30992	19	30992
14	8502	20	8502
15	14705	20	14705
11	1179	12	1179
16	42467	23	42467
15	9725	15	9725
16	39671	31	39671
15	36641	19	36641
16	52966	21	52966
13	37293	27	37293
15	52461	18	52461
18	4942	15	4942
18	39459	23	39459
15	38131	19	38131
16	12289	22	12289
17	57661	19	57661
17	68253	25	68253
16	39992	16	39992
16	20095	26	20095
16	45233	23	45233
16	12636	20	12636
15	4075	17	4075
17	62666	28	62666
16	48154	18	48154
17	24453	20	24453
16	53131	18	53131
15	19713	15	19713
15	7692	22	7692
17	48040	21	48040
16	61686	23	61686
15	15035	20	15035
16	32893	17	32893
17	6390	16	6390
14	16213	16	16213
11	5359	16	5359
15	32235	26	32235
18	41999	16	41999
14	21784	22	21784
17	69528	27	69528
13	812	11	812
16	26725	21	26725
14	15338	24	15338
16	38942	18	38942
16	15365	23	15365
12	2999	11	2999
15	13547	20	13547
17	55356	18	55356
13	23093	21	23093
14	35131	22	35131
15	3519	14	3519
11	4148	16	4148
17	27971	17	27971
17	47683	25	47683
17	27798	22	27798
15	15720	13	15720
15	42832	25	42832
16	15614	23	15614
17	68462	30	68462
15	35397	18	35397
14	20973	14	20973
16	60928	16	60928
18	67631	19	67631
17	39323	14	39323
15	59063	23	59063
16	43510	21	43510
17	40134	21	40134
16	15787	20	15787
16	58848	24	58848
17	55428	19	55428
14	7503	15	7503
17	61846	24	61846
16	68974	24	68974
16	39210	13	39210
17	61290	17	61290
17	10456	16	10456
13	13553	13	13553
17	64809	18	64809
14	14604	20	14604
14	12401	16	12401
17	22779	18	22779
16	58358	23	58358
15	16155	13	16155
14	23453	23	23453
17	62533	16	62533
14	58986	21	58986
16	37346	24	37346
17	36391	23	36391
15	28273	19	28273
13	5713	15	5713
17	63687	27	63687
14	18226	25	18226
15	9473	20	9473
18	53425	17	53425
17	53978	21	53978
16	63327	19	63327
17	21622	18	21622
15	29303	13	29303
15	32537	28	32537
14	12912	23	12912
16	39758	21	39758
14	22441	21	22441
17	54361	21	54361
13	11194	17	11194
16	6850	14	6850
16	42718	22	42718
14	28277	25	28277
16	30015	14	30015
17	28081	21	28081
17	68900	24	68900
17	43499	24	43499
13	36245	22	36245
11	1295	17	1295
16	56241	16	56241
15	61954	20	61954
17	34556	14	34556
14	40589	19	40589
17	60504	26	60504
16	20381	19	20381
11	365	13	365
15	44481	26	44481
12	13707	20	13707
14	21987	23	21987
14	3783	10	3783
16	22595	23	22595
14	43540	21	43540
15	21388	25	21388
14	18969	19	18969
14	4253	19	4253
13	8933	16	8933
13	23322	15	23322
13	37209	17	37209
16	8537	23	8537
16	58546	22	58546
15	41641	19	41641
15	7436	17	7436
17	59107	23	59107
18	15140	17	15140
16	43680	19	43680
16	36753	16	36753
13	14549	19	14549
18	59116	22	59116
16	25457	15	25457
14	6056	24	6056
17	6540	19	6540
14	45837	25	45837
15	6420	18	6420
18	51020	28	51020
17	35895	16	35895
18	54802	20	54802
16	58490	27	58490
16	39655	25	39655
15	56229	17	56229
15	34975	22	34975
14	8946	25	8946
17	65161	21	65161
14	13497	16	13497
17	32267	19	32267
12	8721	24	8721
16	22033	21	22033
16	67164	30	67164
16	50361	25	50361
14	32622	9	32622
17	41852	18	41852
17	49499	19	49499
16	45727	23	45727
15	43232	18	43232
18	64048	26	64048
15	34842	23	34842
17	59268	22	59268
16	17249	21	17249
17	65808	26	65808
14	41692	28	41692
12	20	5	20
15	23179	23	23179
16	7586	10	7586
17	4778	14	4778
16	54333	20	54333
16	66075	18	66075
17	44432	26	44432
18	59026	25	59026
18	55759	17	55759
12	44323	27	44323
15	23815	13	23815
16	69255	23	69255
15	52941	26	52941
15	32535	25	32535
14	21287	23	21287
16	26457	18	26457
15	27106	18	27106
16	59078	21	59078
16	31099	21	31099
15	34804	22	34804
17	47003	18	47003
18	39950	24	39950
17	66506	15	66506
18	12109	19	12109
15	39617	15	39617
16	35287	18	35287
17	22135	17	22135
17	44394	23	44394
16	19619	27	19619
18	65177	19	65177
17	54996	18	54996
14	23216	22	23216
17	50935	19	50935
17	29318	24	29318
16	23382	12	23382
14	55917	19	55917
17	24179	19	24179
17	15067	16	15067
15	21516	17	21516
16	51284	24	51284
16	50496	14	50496
16	52614	20	52614
17	57888	30	57888
16	15300	13	15300
13	11242	17	11242
16	37648	29	37648
16	49597	26	49597
16	7748	17	7748
12	7245	20	7245
15	22296	17	22296
13	23213	20	23213
15	26991	22	26991
15	20782	18	20782
16	67606	24	67606
15	46610	30	46610
13	15343	17	15343
16	62782	25	62782
15	31605	17	31605
16	20069	23	20069
17	37275	19	37275
16	46609	24	46609
17	24207	17	24207
8	788	19	788
14	17303	21	17303
13	22074	18	22074
17	52071	17	52071
17	67798	17	67798
15	4688	18	4688
13	16310	23	16310
15	59449	22	59449
17	37983	28	37983
16	27552	25	27552
16	27097	26	27097
13	17579	24	17579
12	11651	19	11651
15	10693	21	10693
17	55635	23	55635
16	10298	23	10298
15	33905	23	33905
16	12625	13	12625
15	31080	24	31080
14	31510	22	31510
16	35586	16	35586
13	22774	15	22774
8	643	13	643
17	67191	17	67191
17	61331	20	61331
17	67063	15	67063
14	10817	24	10817
14	29621	15	29621
16	43672	23	43672
14	36701	22	36701
15	30180	16	30180
16	44459	27	44459
15	30355	14	30355
15	52253	20	52253
16	28152	20	28152
16	33292	19	33292
16	17601	22	17601
17	47626	23	47626
16	69446	24	69446
15	44697	22	44697
17	65204	26	65204
16	11096	12	11096
13	27190	20	27190
18	67745	21	67745
17	65645	24	65645
16	28824	23	28824
10	3506	21	3506
9	5400	20	5400
16	27949	18	27949
16	50500	24	50500
15	48942	25	48942
17	19279	21	19279
16	47563	21	47563
16	59758	21	59758
15	25252	30	25252
14	21234	25	21234
16	2810	14	2810
17	55431	20	55431
15	42044	21	42044
14	33164	25	33164
15	14035	19	14035
16	21276	15	21276
16	37668	12	37668
14	47327	28	47327
14	16818	21	16818
16	55268	26	55268
16	24952	19	24952
14	16263	21	16263
15	6316	20	6316
15	3710	18	3710
16	38056	18	38056
16	23697	24	23697
14	1455	17	1455
15	10052	18	10052
17	39863	22	39863
10	6630	23	6630
17	59909	30	59909
16	34579	17	34579
16	40408	20	40408
10	556	11	556
16	30209	22	30209
14	17970	18	17970
16	36666	11	36666
17	55460	18	55460
16	15555	19	15555
16	15827	26	15827
12	17242	24	17242
15	33950	16	33950
14	25343	20	25343
15	7629	16	7629
16	55226	17	55226
17	63010	27	63010
15	31307	17	31307
16	24629	24	24629
17	56258	28	56258
16	41010	26	41010
15	30944	20	30944
16	29117	24	29117
16	44719	23	44719
15	45351	13	45351
13	29166	16	29166
16	55402	22	55402
16	69028	21	69028
14	5507	20	5507
15	45310	17	45310
16	66994	29	66994
15	16437	20	16437
15	62069	24	62069
16	67550	15	67550
17	46645	23	46645
17	56391	29	56391
12	10567	24	10567
15	8457	18	8457
16	48297	22	48297
14	2745	13	2745
10	2050	14	2050
18	12247	22	12247
11	4439	19	4439
15	56030	23	56030
17	43824	27	43824
16	17336	25	17336
15	22218	24	22218
18	68428	23	68428
15	49946	26	49946
15	39579	27	39579
17	5723	16	5723
15	9062	15	9062
18	60650	21	60650
15	27425	23	27425
16	14579	19	14579
17	13174	18	13174
15	12826	17	12826
17	59959	27	59959
16	65032	20	65032
15	34487	27	34487
17	56952	19	56952
14	11468	18	11468
12	2908	9	2908
15	30853	25	30853
17	59298	13	59298
17	42921	25	42921
15	20516	28	20516
15	21322	24	21322
16	26192	25	26192
15	24954	18	24954
7	15	5	15
17	68754	19	68754
17	24687	18	24687
17	68585	16	68585
17	43533	17	43533
17	50984	19	50984
17	38163	18	38163
16	60046	25	60046
14	28812	12	28812
16	6680	23	6680
16	50976	20	50976
15	18338	24	18338
16	65858	20	65858
16	40934	16	40934
15	13369	24	13369
16	6696	17	6696
17	55955	19	55955
16	58738	22	58738
15	35653	22	35653
14	45252	15	45252
18	59198	19	59198
16	27024	22	27024
14	6246	21	6246
12	15389	13	15389
15	28329	23	28329
16	59949	24	59949
12	15404	19	15404
17	27082	21	27082
16	14636	16	14636
16	60340	28	60340
10	615	12	615
16	65619	21	65619
15	28502	14	28502
18	32016	16	32016
17	32901	20	32901
15	59344	28	59344
14	28355	27	28355
13	5110	21	5110
16	30277	26	30277
15	58158	27	58158
16	34514	27	34514
16	19263	19	19263
17	44112	17	44112
18	69604	20	69604
17	54915	18	54915
12	19364	18	19364
12	6112	15	6112
16	54913	18	54913
16	22437	22	22437
14	301	9	301
13	37815	26	37815
16	12385	17	12385
18	62056	22	62056
14	41249	19	41249
9	3372	10	3372
17	52395	22	52395
16	18215	27	18215
15	57249	30	57249
17	44436	24	44436
14	7358	21	7358
15	20914	21	20914
14	53688	14	53688
17	66701	25	66701
18	49268	21	49268
15	58798	23	58798
9	3330	24	3330
17	67342	18	67342
17	46955	19	46955
16	37843	24	37843
17	62957	26	62957
18	67418	23	67418
16	13798	17	13798
14	16781	18	16781
16	66261	24	66261
15	40414	17	40414
15	48045	21	48045
13	5747	25	5747
18	48346	20	48346
16	19914	29	19914
17	51586	27	51586
16	16753	23	16753
15	37514	18	37514
16	54958	21	54958
13	45500	27	45500
17	55728	14	55728
16	30300	11	30300
17	32748	16	32748
18	30163	26	30163
16	14009	21	14009
15	30013	20	30013
16	60202	24	60202
17	57062	22	57062
16	55632	15	55632
15	25351	11	25351
15	36743	25	36743
17	29325	22	29325
15	48657	26	48657
15	50937	20	50937
15	22281	22	22281
15	64735	20	64735
16	46504	21	46504
17	62855	14	62855
15	60995	17	60995
14	16917	21	16917
15	17252	28	17252
17	43094	25	43094
15	56118	27	56118
16	65597	23	65597
16	63007	28	63007
16	37703	23	37703
18	58701	22	58701
15	6872	17	6872
16	34200	18	34200
16	62599	27	62599
15	43299	22	43299
16	69113	30	69113
17	66024	22	66024
17	59314	16	59314
16	53085	19	53085
17	11646	27	11646
16	66179	24	66179
15	40971	21	40971
16	63321	20	63321
16	47115	20	47115
16	39395	24	39395
17	41849	21	41849
15	62458	13	62458
18	8602	20	8602
13	9196	18	9196
19	55726	24	55726
16	25853	18	25853
17	52289	17	52289
17	41843	20	41843
15	21647	23	21647
13	32853	32	32853
16	28518	27	28518
15	31261	21	31261
15	67053	22	67053
16	67468	27	67468
16	36924	20	36924
15	16703	27	16703
16	66580	25	66580
13	9299	18	9299
16	66366	29	66366
15	32245	24	32245
16	38735	26	38735
15	8011	17	8011
16	46909	20	46909
17	34913	23	34913
14	25333	18	25333
14	16582	19	16582
15	12027	16	12027
15	41288	23	41288
14	32328	27	32328
17	30228	20	30228
18	33745	14	33745
14	40929	20	40929
11	15775	19	15775
17	19471	26	19471
17	43133	19	43133
17	68063	21	68063
18	37665	25	37665
16	17285	22	17285
17	66061	20	66061
16	69914	17	69914
17	50138	21	50138
14	930	14	930
15	7527	14	7527
16	23542	20	23542
16	68397	20	68397
11	20802	26	20802
14	16596	18	16596
17	41328	26	41328
14	30100	26	30100
17	3572	20	3572
16	68834	15	68834
15	67324	28	67324
15	26833	19	26833
16	33746	12	33746
18	69008	16	69008
15	43414	23	43414
14	22124	20	22124
16	40295	20	40295
16	5741	11	5741
17	52351	16	52351
16	50392	18	50392
15	23022	25	23022
18	69862	17	69862
15	42506	12	42506
16	42539	29	42539
16	13878	23	13878
17	59791	22	59791
14	14951	23	14951
17	60144	24	60144
15	39928	13	39928
15	15880	25	15880
17	67670	31	67670
14	39821	28	39821
18	60628	20	60628
15	64823	29	64823
16	56416	22	56416
14	31955	24	31955
17	24922	17	24922
15	45729	20	45729
12	11879	18	11879
15	23755	19	23755
15	19404	20	19404
16	38711	19	38711
17	18411	16	18411
17	58476	20	58476
17	55975	25	55975
15	58706	20	58706
18	64216	23	64216
15	14678	19	14678
14	39097	23	39097
18	63589	20	63589
17	59154	22	59154
13	15310	15	15310
17	36095	16	36095
12	8045	15	8045
11	5539	21	5539
14	22995	18	22995
14	42034	19	42034
15	42164	17	42164
16	15227	24	15227
15	16055	15	16055
16	58336	20	58336
16	5854	20	5854
15	10877	20	10877
17	44751	29	44751
14	14161	22	14161
14	35798	26	35798
17	20479	25	20479
15	16234	19	16234
17	41101	19	41101
17	34645	23	34645
14	5928	19	5928
17	55730	27	55730
17	69702	23	69702
15	46759	21	46759
15	40084	23	40084
13	35912	26	35912
15	30459	21	30459
16	6178	15	6178
17	12349	23	12349
14	8414	18	8414
18	26929	21	26929
15	58529	17	58529
15	46789	19	46789
15	15264	21	15264
17	64382	17	64382
16	57666	20	57666
18	36366	28	36366
17	54894	23	54894
15	23463	21	23463
16	33197	21	33197
18	57284	19	57284
16	35719	27	35719
16	4736	17	4736
17	35473	25	35473
13	14074	22	14074
13	10663	16	10663
15	67554	24	67554
15	13775	20	13775
17	57158	20	57158
18	44312	21	44312
12	5276	21	5276
12	3593	15	3593
15	10224	20	10224
13	12086	22	12086
17	56122	23	56122
16	54179	23	54179
13	24435	21	24435
17	64535	25	64535
13	27481	17	27481
15	55169	33	55169
15	67815	23	67815
17	16009	21	16009
16	31957	15	31957
15	59430	21	59430
16	56743	22	56743
16	65974	14	65974
16	25795	11	25795
14	17988	21	17988
15	65789	21	65789
16	58991	23	58991
14	31507	25	31507
16	14773	16	14773
16	32711	26	32711
15	43331	22	43331
15	28846	23	28846
16	43374	20	43374
16	40885	20	40885
17	18973	25	18973
15	6883	22	6883
15	15196	26	15196
11	1771	16	1771
17	12686	20	12686
14	42948	21	42948
18	32302	22	32302
16	13834	24	13834
16	68640	27	68640
15	11648	19	11648
17	28495	22	28495
15	6948	20	6948
17	47429	18	47429
14	15237	12	15237
14	2922	17	2922
17	3223	16	3223
17	9576	25	9576
17	68710	25	68710
16	38566	20	38566
17	61199	18	61199
16	53338	27	53338
17	23910	22	23910
13	3546	13	3546
16	58535	25	58535
16	43635	25	43635
17	26869	17	26869
15	12330	19	12330
17	54459	25	54459
15	13695	16	13695
15	14100	19	14100
16	67144	20	67144
17	32994	18	32994
12	22753	13	22753
15	10615	20	10615
17	46827	20	46827
16	58887	22	58887
16	9254	17	9254
18	34826	21	34826
16	12254	23	12254
17	8969	14	8969
16	65474	21	65474
16	15476	17	15476
15	18544	16	18544
16	64183	31	64183
15	30393	18	30393
15	750	16	750
15	13730	26	13730
15	56356	29	56356
15	4296	15	4296
15	48617	23	48617
14	6342	23	6342
13	25077	22	25077
16	32475	22	32475
16	9562	17	9562
12	13758	21	13758
16	16933	21	16933
15	23256	24	23256
13	27858	22	27858
12	14076	26	14076
16	56249	22	56249
17	26962	20	26962
14	24690	23	24690
14	15848	17	15848
12	33943	29	33943
15	44252	19	44252
14	9580	25	9580
16	56505	22	56505
16	18548	15	18548
12	21969	19	21969
15	48332	13	48332
14	13444	23	13444
17	62504	23	62504
16	45890	22	45890
18	63253	20	63253
18	68806	27	68806
15	8597	18	8597
16	43900	18	43900
16	47422	19	47422
13	14938	18	14938
15	45329	18	45329
14	9897	19	9897
17	24499	24	24499
17	59086	16	59086
16	26829	20	26829
17	24106	25	24106
15	16943	24	16943
17	40905	22	40905
17	56706	26	56706
16	41946	25	41946
16	66132	25	66132
17	36104	25	36104
15	52241	23	52241
16	40383	15	40383
15	22036	24	22036
11	8736	15	8736
13	3239	20	3239
17	16935	14	16935
14	7056	20	7056
15	51570	22	51570
17	69559	21	69559
16	52619	19	52619
16	39164	28	39164
15	35452	28	35452
13	13063	16	13063
14	12873	24	12873
17	52504	21	52504
15	58391	18	58391
16	22769	22	22769
16	53354	29	53354
16	47477	20	47477
16	25950	19	25950
16	40771	16	40771
16	43206	15	43206
14	40516	15	40516
17	61027	27	61027
13	15151	19	15151
17	36647	23	36647
10	3483	18	3483
17	67391	17	67391
15	53381	11	53381
15	25518	14	25518
15	32971	21	32971
16	42452	18	42452
16	35886	21	35886
16	14541	23	14541
15	49182	25	49182
14	11796	20	11796
15	51186	14	51186
15	8152	13	8152
14	50959	25	50959
17	45719	23	45719
15	5862	19	5862
14	28222	27	28222
15	4982	18	4982
17	57928	20	57928
13	6240	13	6240
15	30931	20	30931
17	41738	16	41738
14	4136	12	4136
16	14389	18	14389
17	65639	20	65639
17	64223	29	64223
17	63029	17	63029
14	19740	15	19740
12	21859	20	21859
13	17955	18	17955
15	38544	23	38544
15	34096	20	34096
15	8847	12	8847
17	45891	23	45891
16	36385	21	36385
12	2228	13	2228
12	3202	20	3202
15	29373	20	29373
16	47946	18	47946
15	43575	22	43575
17	35234	20	35234
17	52520	20	52520
15	2338	22	2338
17	40216	20	40216
16	40447	21	40447
15	54930	26	54930
17	47498	21	47498
15	12184	17	12184
12	8292	15	8292
16	51634	19	51634
16	24437	26	24437
16	69032	24	69032
15	47272	27	47272
16	49689	19	49689
14	11025	24	11025
17	59346	20	59346
15	14862	22	14862
17	28979	30	28979
14	27889	28	27889
16	48957	21	48957
15	37826	17	37826
14	21965	16	21965
13	1200	14	1200
12	4210	11	4210
14	4401	18	4401
18	9934	19	9934
14	2138	14	2138
17	24327	18	24327
17	45168	20	45168
14	31009	26	31009
16	26664	19	26664
16	61735	23	61735
17	57945	20	57945
16	39232	14	39232
11	13639	15	13639
17	42588	15	42588
16	67217	24	67217
15	14427	18	14427
17	17972	20	17972
14	20840	16	20840
17	40467	25	40467
16	57578	25	57578
14	13844	24	13844
14	51491	18	51491
16	46923	23	46923
16	28705	17	28705
11	10470	14	10470
17	51164	21	51164
16	54014	23	54014
16	24647	21	24647
14	49480	23	49480
14	31565	26	31565
14	5208	16	5208
11	3672	13	3672
15	35965	26	35965
14	15141	13	15141
17	52162	17	52162
16	36643	21	36643
15	36660	29	36660
15	13170	30	13170
17	28394	17	28394
14	14625	22	14625
16	27603	24	27603
16	43978	22	43978
14	4615	16	4615
13	190	12	190
17	19041	18	19041
16	62034	26	62034
14	59508	20	59508
15	5738	20	5738
16	52229	24	52229
17	40998	22	40998
16	29013	23	29013
14	10933	13	10933
17	27819	25	27819
16	41298	24	41298
18	52465	24	52465
13	36007	24	36007
11	2862	19	2862
16	34024	20	34024
15	39679	23	39679
15	15178	18	15178
19	49165	23	49165
16	68192	23	68192
15	51820	27	51820
15	15824	17	15824
15	57713	18	57713
13	21478	19	21478
16	20570	19	20570
15	48689	20	48689
16	49080	25	49080
18	53303	24	53303
15	49269	25	49269
15	12092	16	12092
18	48696	23	48696
17	43782	15	43782
16	50477	20	50477
15	14555	14	14555
16	49519	27	49519
15	32705	22	32705
18	55552	24	55552
14	54883	22	54883
15	19990	18	19990
14	59723	21	59723
17	41410	20	41410
13	18539	17	18539
17	7417	22	7417
16	64149	22	64149
16	52563	29	52563
16	23447	21	23447
17	55678	24	55678
13	8079	19	8079
16	21638	25	21638
15	37498	25	37498
16	23902	23	23902
14	9350	19	9350
17	58975	16	58975
15	20823	25	20823
16	34391	21	34391
13	14406	20	14406
14	17693	18	17693
18	63674	27	63674
13	3813	15	3813
15	42740	19	42740
16	13807	29	13807
14	30641	31	30641
17	63326	28	63326
16	63346	28	63346
16	19198	17	19198
15	48208	20	48208
16	13335	19	13335
14	4621	22	4621
16	3810	20	3810
14	3386	21	3386
16	45121	22	45121
15	56372	21	56372
14	26832	17	26832
16	7151	19	7151
15	64450	21	64450
13	24821	14	24821
16	44648	17	44648
14	64704	19	64704
15	10522	19	10522
14	9974	14	9974
18	61878	27	61878
16	44912	23	44912
17	24379	19	24379
16	38957	15	38957
17	64404	19	64404
13	8211	16	8211
16	18051	14	18051
17	68990	21	68990
16	47888	17	47888
17	57748	19	57748
14	2447	14	2447
13	1082	8	1082
18	3458	18	3458
15	7267	15	7267
16	48153	16	48153
12	3527	16	3527
18	63639	16	63639
17	10677	24	10677
16	34440	23	34440
14	6156	19	6156
15	31676	21	31676
16	5495	14	5495
15	16678	26	16678
14	18001	22	18001
15	67373	18	67373
12	37941	21	37941
15	42379	22	42379
14	50971	26	50971
16	6897	18	6897
13	13135	17	13135
17	14733	14	14733
17	67697	19	67697
14	9135	19	9135
15	17582	23	17582
13	21936	22	21936
15	43235	19	43235
16	12120	20	12120
15	24382	19	24382
16	20668	24	20668
16	15577	15	15577
18	69150	29	69150
16	49074	20	49074
16	22843	21	22843
14	23654	25	23654
16	52601	23	52601
16	62833	19	62833
17	39629	21	39629
13	3625	18	3625
15	11145	15	11145
16	47657	27	47657
16	55471	23	55471
17	65657	23	65657
16	52843	17	52843
14	18467	17	18467
18	38036	18	38036
14	10165	24	10165
16	27522	22	27522
16	1249	11	1249
16	43955	26	43955
8	1570	13	1570
17	56736	18	56736
13	37888	12	37888
12	23505	18	23505
16	29970	19	29970
14	26359	20	26359
16	24238	24	24238
15	50637	26	50637
15	41935	22	41935
17	69739	25	69739
15	29711	16	29711
16	41130	12	41130
17	23393	19	23393
15	58663	25	58663
17	10314	15	10314
13	28382	19	28382
16	28291	19	28291
15	60290	25	60290
17	15878	22	15878
16	52299	32	52299
15	45761	23	45761
18	47956	23	47956
15	28603	22	28603
16	14870	23	14870
17	62343	23	62343
16	15120	20	15120
17	40232	23	40232
15	19864	19	19864
15	16368	21	16368
17	60539	27	60539
15	21433	25	21433
12	3103	11	3103
16	21289	18	21289
16	9424	18	9424
15	45526	15	45526
16	60061	19	60061
13	3071	14	3071
14	19771	15	19771
17	45009	18	45009
17	54785	27	54785
16	7218	19	7218
15	3390	20	3390
16	59427	25	59427
16	67507	25	67507
17	41726	17	41726
14	43267	24	43267
18	62022	22	62022
14	19681	24	19681
17	48222	19	48222
15	53243	18	53243
14	12023	21	12023
14	69827	25	69827
15	8238	23	8238
15	56060	27	56060
15	60365	25	60365
13	6022	17	6022
15	35515	20	35515
16	65142	22	65142
14	27310	20	27310
15	44938	24	44938
15	26278	17	26278
16	49187	26	49187
14	5701	19	5701
16	24451	17	24451
18	31120	15	31120
15	2604	21	2604
17	69459	27	69459
16	15904	22	15904
14	9821	23	9821
14	49200	22	49200
15	5331	20	5331
16	7328	20	7328
14	21171	21	21171
16	47056	22	47056
14	26946	21	26946
16	13192	24	13192
17	43088	15	43088
16	51519	27	51519
17	42787	19	42787
15	21211	12	21211
16	39699	27	39699
13	7271	21	7271
16	32977	26	32977
16	45720	24	45720
16	19137	20	19137
17	4470	16	4470
14	3029	10	3029
16	64074	27	64074
16	7100	26	7100
15	52215	28	52215
16	5424	17	5424
17	59152	25	59152
16	53018	21	53018
18	61755	29	61755
16	28828	25	28828
16	47928	23	47928
17	54380	22	54380
16	31607	22	31607
12	5550	20	5550
17	58552	18	58552
18	18741	23	18741
16	6975	17	6975
16	40071	20	40071
15	37879	17	37879
16	38436	27	38436
16	61281	26	61281
16	10491	21	10491
11	8134	15	8134
16	44903	22	44903
17	43467	18	43467
16	30205	16	30205
17	64039	25	64039
17	24289	14	24289
11	9585	17	9585
15	61799	22	61799
13	16240	22	16240
11	20539	18	20539
14	21168	24	21168
15	29134	22	29134
16	58645	17	58645
14	36572	25	36572
17	10727	19	10727
13	21116	19	21116
17	68178	24	68178
13	16276	28	16276
17	31355	24	31355
13	33082	22	33082
13	11368	21	11368
17	14681	20	14681
16	3152	18	3152
16	49247	21	49247
15	53116	19	53116
14	40784	18	40784
15	59737	14	59737
13	37601	23	37601
15	15687	22	15687
14	9556	9	9556
16	44157	13	44157
17	56077	26	56077
16	33844	18	33844
17	53741	29	53741
15	66893	18	66893
13	41583	17	41583
14	21892	19	21892
16	13132	14	13132
17	62121	18	62121
15	43059	26	43059
13	18618	17	18618
17	45758	20	45758
15	52901	21	52901
17	63689	17	63689
16	56484	19	56484
18	50369	19	50369
16	38218	22	38218
13	2759	17	2759
16	11723	14	11723
18	60479	21	60479
16	26404	18	26404
17	50802	18	50802
15	39725	16	39725
17	55871	21	55871
13	5813	11	5813
16	59976	27	59976
16	15368	24	15368
17	43980	20	43980
15	46052	22	46052
16	49211	21	49211
15	27721	23	27721
16	19297	22	19297
16	67145	15	67145
16	59265	22	59265
17	69022	21	69022
18	51045	19	51045
18	62734	22	62734
18	44780	19	44780
16	56422	25	56422
11	7615	24	7615
16	60666	16	60666
16	56726	18	56726
15	48740	28	48740
14	47204	19	47204
17	51495	25	51495
14	5795	15	5795
17	63280	30	63280
