Comparações_AVL	Tamanho_AVL	Comparações_ABB	Tamanho_ABB
17	54131	26	54131
11	4510	22	4510
16	62479	18	62479
16	41612	23	41612
14	33121	15	33121
16	25381	22	25381
15	5942	20	5942
8	545	16	545
12	8415	13	8415
17	66940	21	66940
18	53277	15	53277
14	7258	19	7258
16	34976	20	34976
18	69210	16	69210
16	25203	23	25203
18	44314	25	44314
17	56864	22	56864
15	25213	19	25213
16	32943	27	32943
9	1394	20	1394
15	22265	30	22265
16	1888	15	1888
15	51114	20	51114
15	51407	22	51407
12	49610	22	49610
13	749	10	749
13	52074	26	52074
14	27127	18	27127
18	67987	21	67987
15	8411	13	8411
15	11257	20	11257
16	48849	26	48849
16	47241	29	47241
15	52869	25	52869
17	58321	28	58321
11	2621	11	2621
16	35162	18	35162
16	58865	29	58865
17	57388	22	57388
16	8453	15	8453
14	18493	19	18493
16	64645	22	64645
16	19781	18	19781
15	17703	19	17703
17	44354	16	44354
13	21335	21	21335
12	38368	23	38368
13	7570	15	7570
16	46547	20	46547
16	47662	21	47662
17	55315	22	55315
14	45164	21	45164
17	49549	21	49549
14	36428	26	36428
16	26570	25	26570
11	5510	13	5510
14	13528	24	13528
16	54995	24	54995
14	32636	24	32636
15	57867	23	57867
17	63405	19	63405
15	20245	18	20245
15	36715	26	36715
16	16998	20	16998
14	49465	18	49465
12	25035	19	25035
17	65970	17	65970
18	60978	28	60978
17	13899	23	13899
14	53357	17	53357
16	45782	21	45782
16	32392	19	32392
17	24354	20	24354
17	65562	26	65562
16	26446	18	26446
17	45059	17	45059
14	16897	19	16897
16	41165	24	41165
15	28980	20	28980
18	39795	17	39795
16	18827	20	18827
12	14295	19	14295
15	14958	15	14958
16	44727	21	44727
15	50722	15	50722
14	17879	15	17879
17	50237	20	50237
17	40602	17	40602
17	2874	11	2874
18	59224	21	59224
17	28468	18	28468
17	42630	19	42630
15	9468	17	9468
15	41534	25	41534
18	59627	22	59627
16	35284	22	35284
17	66568	21	66568
16	55597	17	55597
14	26261	18	26261
16	56818	23	56818
14	15305	19	15305
18	48395	24	48395
16	65561	31	65561
14	39658	16	39658
17	43956	21	43956
16	68358	22	68358
16	61069	25	61069
15	37204	22	37204
15	39523	22	39523
15	20048	19	20048
16	6999	18	6999
17	58349	23	58349
14	34342	12	34342
17	68308	25	68308
13	9427	22	9427
16	61416	18	61416
14	16187	21	16187
15	36015	16	36015
15	32017	22	32017
16	19060	20	19060
15	25239	23	25239
15	36836	23	36836
15	61689	21	61689
16	11058	24	11058
16	8369	21	8369
16	51316	26	51316
17	46342	23	46342
16	51288	19	51288
14	13264	18	13264
18	48954	21	48954
17	38105	14	38105
17	28568	25	28568
15	27348	17	27348
16	10018	20	10018
16	44578	14	44578
16	47656	19	47656
11	8375	22	8375
15	35646	20	35646
15	14859	19	14859
17	47897	24	47897
15	55693	22	55693
15	68209	19	68209
16	12597	20	12597
13	20035	21	20035
16	66517	27	66517
14	22024	22	22024
16	57802	16	57802
15	12703	18	12703
16	58038	26	58038
17	66170	29	66170
14	31762	23	31762
17	59628	20	59628
16	33005	21	33005
17	69802	30	69802
14	17725	23	17725
16	51117	23	51117
15	23379	23	23379
16	69012	20	69012
16	40732	16	40732
16	48684	23	48684
15	13468	23	13468
18	69300	25	69300
17	52384	18	52384
17	23485	22	23485
17	43877	21	43877
17	30039	26	30039
16	31860	21	31860
17	55874	22	55874
18	21249	21	21249
19	56108	16	56108
15	41566	23	41566
15	19458	21	19458
17	68705	20	68705
14	37952	22	37952
15	15974	14	15974
16	67080	15	67080
12	25753	20	25753
14	28676	16	28676
14	55117	31	55117
15	21922	18	21922
15	36789	23	36789
17	21097	19	21097
16	31278	23	31278
14	36590	19	36590
16	21782	17	21782
15	49002	17	49002
14	64059	28	64059
16	21512	16	21512
16	24365	21	24365
17	34790	27	34790
12	195	8	195
16	14185	25	14185
16	10441	25	10441
16	28930	21	28930
14	37669	23	37669
15	30669	16	30669
14	35320	21	35320
15	45880	26	45880
12	16542	20	16542
17	56569	19	56569
16	31988	25	31988
14	6026	22	6026
15	7044	16	7044
11	2411	19	2411
14	21999	24	21999
14	4123	18	4123
15	27026	30	27026
16	35591	15	35591
16	50085	19	50085
17	63814	20	63814
17	56687	20	56687
16	57715	22	57715
14	6755	14	6755
16	54820	22	54820
15	36716	24	36716
13	813	14	813
16	6331	16	6331
14	37433	23	37433
15	11955	24	11955
18	52878	28	52878
14	51617	19	51617
15	22395	29	22395
17	58159	28	58159
13	19285	21	19285
18	53064	22	53064
14	23479	18	23479
16	41517	19	41517
12	10047	13	10047
16	3504	21	3504
17	34064	21	34064
17	62424	21	62424
16	56899	31	56899
16	36475	18	36475
16	14422	20	14422
16	61021	31	61021
17	64638	20	64638
16	17799	14	17799
15	2963	17	2963
16	21074	20	21074
18	57964	24	57964
17	59650	25	59650
14	8788	16	8788
18	64718	26	64718
14	20821	19	20821
16	21856	21	21856
16	41883	20	41883
16	59288	20	59288
15	53837	27	53837
15	32733	26	32733
13	17256	19	17256
13	52583	26	52583
15	12892	20	12892
16	44369	17	44369
17	54408	20	54408
15	11603	22	11603
17	30767	15	30767
18	34263	17	34263
17	45666	22	45666
17	23190	20	23190
15	21161	21	21161
15	58492	20	58492
13	13963	18	13963
17	58533	25	58533
15	53129	18	53129
14	31761	22	31761
16	61496	17	61496
16	50555	21	50555
13	19724	17	19724
15	27497	23	27497
14	35694	21	35694
17	60794	21	60794
18	24669	19	24669
16	33901	19	33901
14	32676	18	32676
14	28172	23	28172
16	23188	30	23188
15	62864	18	62864
15	60904	14	60904
17	16795	17	16795
16	45446	13	45446
16	58147	24	58147
15	29687	21	29687
16	57444	22	57444
16	32515	20	32515
17	60446	20	60446
17	69046	19	69046
16	63282	25	63282
14	24709	13	24709
16	44711	18	44711
16	62823	25	62823
16	22221	17	22221
10	6786	20	6786
16	57106	28	57106
17	62683	26	62683
16	38546	23	38546
13	19589	31	19589
15	34622	19	34622
18	52449	16	52449
15	31635	19	31635
13	1767	14	1767
16	53469	17	53469
18	65535	19	65535
16	10794	10	10794
16	11641	15	11641
18	65075	21	65075
16	3657	12	3657
15	48896	16	48896
16	11869	27	11869
16	25454	23	25454
18	37042	24	37042
16	41555	17	41555
18	12897	16	12897
17	45909	19	45909
13	8353	17	8353
11	11942	18	11942
13	15542	26	15542
13	33061	18	33061
15	8364	19	8364
15	31633	20	31633
15	42559	22	42559
17	61501	24	61501
15	18738	21	18738
16	11593	18	11593
16	30047	24	30047
16	43690	18	43690
16	31182	23	31182
15	41020	14	41020
12	2490	12	2490
16	62816	24	62816
15	19138	13	19138
17	55959	23	55959
18	58350	18	58350
13	29931	13	29931
16	43951	28	43951
16	53424	19	53424
15	9939	16	9939
17	22846	23	22846
16	41645	23	41645
16	35392	25	35392
17	36240	25	36240
16	59551	23	59551
17	48289	28	48289
16	12148	19	12148
16	67903	25	67903
17	36582	21	36582
10	4041	19	4041
16	7315	25	7315
19	69586	25	69586
17	58756	10	58756
16	38948	21	38948
16	42144	19	42144
17	50257	23	50257
18	57685	25	57685
16	30089	21	30089
17	56655	20	56655
16	7727	15	7727
15	61270	23	61270
13	27674	16	27674
17	10216	23	10216
15	30437	19	30437
15	23163	12	23163
16	66174	19	66174
17	65138	21	65138
17	53093	21	53093
16	40124	23	40124
16	24914	17	24914
18	63031	30	63031
15	39322	17	39322
18	66558	26	66558
9	4774	18	4774
15	5561	13	5561
14	53062	28	53062
16	64060	19	64060
17	30363	20	30363
14	19644	18	19644
17	44452	19	44452
16	37677	24	37677
16	65581	18	65581
17	33207	16	33207
17	6624	20	6624
15	14077	22	14077
15	13463	18	13463
17	40661	27	40661
16	44165	20	44165
8	117	10	117
14	48387	24	48387
16	11786	18	11786
17	4142	16	4142
17	58602	20	58602
15	42222	20	42222
15	27304	18	27304
14	31128	24	31128
14	37359	24	37359
16	56748	22	56748
19	47603	21	47603
16	38624	27	38624
17	49778	19	49778
16	16924	20	16924
16	35181	16	35181
17	54552	20	54552
17	68836	28	68836
18	67641	20	67641
15	13965	19	13965
15	39247	18	39247
15	28003	26	28003
13	9960	16	9960
15	13698	13	13698
13	42031	22	42031
16	5541	14	5541
18	46905	23	46905
18	25007	19	25007
18	65969	29	65969
16	36719	22	36719
16	65667	19	65667
15	40133	15	40133
14	13188	20	13188
16	20405	20	20405
14	51918	21	51918
15	17329	16	17329
15	55358	24	55358
11	491	9	491
18	20985	26	20985
15	16485	16	16485
16	14201	26	14201
16	7732	14	7732
18	40440	22	40440
17	52825	20	52825
16	57510	33	57510
17	57363	25	57363
17	64357	20	64357
16	18413	18	18413
16	32551	24	32551
17	61997	27	61997
11	8729	14	8729
15	1797	15	1797
17	66351	20	66351
13	18689	18	18689
18	61847	20	61847
15	14734	15	14734
10	581	13	581
13	15103	20	15103
15	39740	16	39740
18	66549	25	66549
17	51821	23	51821
16	35406	26	35406
13	13033	16	13033
15	65008	24	65008
15	55810	20	55810
13	41302	24	41302
17	58689	22	58689
16	41167	21	41167
16	18144	16	18144
17	9673	20	9673
15	34004	17	34004
14	32344	23	32344
17	63756	28	63756
11	4443	11	4443
17	61520	23	61520
15	27617	24	27617
17	38157	24	38157
15	55877	24	55877
15	46029	15	46029
10	707	10	707
15	24225	19	24225
17	54758	26	54758
16	48856	22	48856
16	66928	16	66928
14	49798	19	49798
16	17054	20	17054
14	11661	18	11661
15	50378	23	50378
18	32156	22	32156
17	51400	21	51400
17	23278	23	23278
16	60328	23	60328
16	63157	16	63157
15	12662	22	12662
14	31688	28	31688
17	48966	22	48966
15	53963	19	53963
17	66728	22	66728
15	66484	26	66484
15	2106	15	2106
17	52752	31	52752
13	6839	17	6839
14	10801	21	10801
16	46507	17	46507
13	11281	11	11281
10	2321	15	2321
13	4124	15	4124
17	49438	17	49438
16	58197	19	58197
15	26504	17	26504
15	26496	23	26496
17	58773	21	58773
16	57613	31	57613
15	51703	19	51703
16	55700	18	55700
15	37410	22	37410
15	68756	15	68756
16	43712	21	43712
17	64139	19	64139
15	7263	23	7263
15	25111	21	25111
17	17416	19	17416
16	67591	23	67591
15	18267	19	18267
15	30077	19	30077
16	5630	21	5630
16	43584	28	43584
16	60391	19	60391
16	2357	20	2357
16	40068	20	40068
17	62496	27	62496
14	55108	25	55108
16	23258	20	23258
17	3297	16	3297
17	31614	22	31614
15	34539	19	34539
16	51969	15	51969
11	12089	19	12089
14	16517	13	16517
18	38593	22	38593
17	63175	19	63175
13	5289	21	5289
16	26205	24	26205
15	44878	23	44878
18	37341	15	37341
15	39967	28	39967
15	19985	18	19985
16	11052	23	11052
16	34105	20	34105
14	27248	18	27248
17	36163	18	36163
16	27873	18	27873
13	1190	16	1190
17	30781	23	30781
16	57949	25	57949
14	6819	17	6819
12	4365	12	4365
17	55527	16	55527
17	20784	17	20784
17	17187	15	17187
16	16986	19	16986
15	44041	15	44041
17	66835	21	66835
15	24951	19	24951
16	54931	17	54931
15	25155	16	25155
15	37040	25	37040
16	45258	19	45258
16	41671	26	41671
16	51984	24	51984
16	38433	28	38433
17	46960	22	46960
15	54540	24	54540
18	59662	23	59662
17	60652	18	60652
16	24506	31	24506
11	9646	19	9646
14	1703	11	1703
17	58611	23	58611
13	36893	18	36893
18	37865	18	37865
16	62835	21	62835
17	14434	15	14434
17	44998	26	44998
17	27135	20	27135
17	67604	26	67604
15	49362	12	49362
15	51826	25	51826
14	53130	25	53130
16	46497	26	46497
15	45365	25	45365
14	115	11	115
15	20537	25	20537
14	18551	18	18551
13	1418	12	1418
14	5468	18	5468
15	43706	18	43706
17	38457	23	38457
17	27077	23	27077
17	15376	21	15376
17	66792	25	66792
16	65509	21	65509
16	38687	22	38687
17	51331	27	51331
17	55170	14	55170
15	5837	17	5837
15	64816	26	64816
17	7393	17	7393
17	40799	21	40799
17	8060	20	8060
16	45257	22	45257
14	33633	21	33633
14	22494	25	22494
16	66606	23	66606
14	60767	19	60767
14	20097	21	20097
16	45967	24	45967
15	42593	25	42593
16	49579	22	49579
15	22463	22	22463
18	64309	20	64309
15	26045	22	26045
11	19352	30	19352
15	12859	19	12859
15	27462	18	27462
13	24819	19	24819
15	56564	25	56564
14	42270	15	42270
16	28247	22	28247
17	48292	15	48292
16	39061	15	39061
13	23756	23	23756
15	63330	25	63330
15	20392	20	20392
18	55277	19	55277
17	69020	20	69020
13	2580	10	2580
16	26444	21	26444
16	6412	19	6412
15	43378	13	43378
14	10856	19	10856
15	28020	20	28020
17	53362	19	53362
15	33349	23	33349
12	20480	20	20480
15	29797	31	29797
14	592	10	592
15	39424	22	39424
16	55727	19	55727
17	69407	23	69407
15	33732	18	33732
17	11772	17	11772
19	18758	20	18758
15	46591	22	46591
14	15585	22	15585
16	19928	18	19928
13	9506	21	9506
18	57855	22	57855
16	48174	24	48174
16	57797	19	57797
16	26915	23	26915
15	48281	16	48281
16	27479	22	27479
14	9910	13	9910
15	26498	13	26498
15	26237	20	26237
16	36353	13	36353
16	9261	15	9261
17	69614	21	69614
15	47208	24	47208
16	37280	18	37280
16	29327	21	29327
16	56908	19	56908
16	61905	21	61905
16	49807	17	49807
18	63057	23	63057
15	38849	13	38849
15	19230	22	19230
16	48783	24	48783
12	14607	23	14607
18	52962	17	52962
16	36906	30	36906
16	9716	15	9716
15	5904	17	5904
16	28843	15	28843
13	5995	19	5995
15	15409	24	15409
16	16697	24	16697
17	54168	18	54168
16	49558	14	49558
17	19963	23	19963
17	8801	19	8801
17	7036	18	7036
17	43621	19	43621
14	18710	20	18710
15	9885	21	9885
17	69857	16	69857
17	31414	19	31414
13	19145	16	19145
17	45823	18	45823
15	8622	22	8622
17	56424	26	56424
16	5149	20	5149
16	41881	19	41881
16	24681	26	24681
17	54955	29	54955
17	34937	21	34937
16	39881	19	39881
17	50537	25	50537
16	60072	26	60072
18	54487	29	54487
14	33498	19	33498
14	3329	24	3329
15	64202	24	64202
16	39401	24	39401
16	32171	12	32171
16	196	12	196
17	31161	19	31161
15	25219	25	25219
15	30715	22	30715
17	10718	25	10718
15	45182	21	45182
18	15867	20	15867
16	17753	18	17753
15	18802	23	18802
15	34576	20	34576
16	3989	13	3989
16	65010	17	65010
16	42342	25	42342
13	23133	21	23133
16	40832	24	40832
15	27315	25	27315
14	55909	24	55909
14	22333	21	22333
18	69195	21	69195
11	10589	26	10589
11	7287	19	7287
14	10484	20	10484
16	50469	19	50469
16	34175	22	34175
17	46907	30	46907
12	11307	13	11307
19	67672	14	67672
15	50235	25	50235
13	5508	14	5508
16	13424	15	13424
16	58758	23	58758
18	52055	21	52055
16	12769	19	12769
17	55302	27	55302
16	35509	27	35509
16	28636	22	28636
16	49407	16	49407
13	30662	27	30662
16	39563	17	39563
15	53395	17	53395
11	2024	16	2024
15	11904	23	11904
16	52880	18	52880
15	42855	28	42855
14	39218	31	39218
17	38788	23	38788
15	41539	21	41539
13	14765	21	14765
14	25728	18	25728
17	25178	29	25178
15	25248	17	25248
17	52548	21	52548
16	59352	16	59352
16	48506	27	48506
15	63854	19	63854
17	57024	28	57024
13	5092	17	5092
19	45713	27	45713
15	46799	26	46799
18	63849	33	63849
14	27767	19	27767
17	67735	21	67735
15	54177	25	54177
15	40535	28	40535
16	53037	19	53037
17	66037	32	66037
16	45522	27	45522
12	8795	10	8795
16	3051	18	3051
18	61437	21	61437
15	38541	19	38541
12	5074	27	5074
16	49692	19	49692
16	67772	19	67772
15	24280	21	24280
15	18910	19	18910
18	36559	26	36559
16	65819	20	65819
16	10026	19	10026
16	38638	24	38638
15	20996	23	20996
17	35273	16	35273
13	21185	28	21185
14	10347	16	10347
17	60130	16	60130
18	61390	24	61390
17	43722	24	43722
17	65221	21	65221
16	37102	18	37102
17	66873	22	66873
17	35422	16	35422
16	64868	24	64868
17	64607	27	64607
16	65950	22	65950
16	11755	19	11755
16	23995	15	23995
16	61986	29	61986
16	33628	25	33628
17	32789	25	32789
16	65036	21	65036
15	25064	17	25064
13	47682	25	47682
15	46461	23	46461
14	4756	7	4756
15	45453	18	45453
11	741	14	741
7	17	6	17
15	58364	30	58364
16	66559	14	66559
13	10042	19	10042
11	3353	23	3353
17	63906	17	63906
12	21666	18	21666
16	24538	25	24538
15	4252	18	4252
14	11795	17	11795
15	15927	23	15927
15	24326	29	24326
17	7015	19	7015
18	53029	24	53029
16	21198	15	21198
14	18788	29	18788
15	24248	17	24248
16	15804	14	15804
14	14737	14	14737
15	36002	22	36002
16	39799	24	39799
16	53075	26	53075
17	69630	25	69630
16	48939	22	48939
16	24462	18	24462
14	1045	15	1045
8	923	17	923
14	5800	13	5800
16	48425	15	48425
15	1663	13	1663
17	52168	24	52168
15	13140	20	13140
16	44573	21	44573
17	62209	28	62209
16	16492	22	16492
17	38478	23	38478
16	13874	22	13874
18	17381	18	17381
15	19081	19	19081
17	2020	17	2020
14	9660	17	9660
15	19758	21	19758
17	55387	22	55387
16	39040	21	39040
16	40955	22	40955
13	4174	15	4174
16	63287	20	63287
15	33111	23	33111
15	18911	16	18911
17	5641	11	5641
16	49261	20	49261
15	1985	16	1985
13	5270	20	5270
14	4551	19	4551
17	52666	21	52666
15	7523	18	7523
15	3720	17	3720
17	58466	25	58466
14	32299	18	32299
14	5382	20	5382
18	16985	24	16985
16	45438	15	45438
15	26306	17	26306
17	9194	15	9194
15	38281	26	38281
16	64783	26	64783
16	69419	26	69419
17	55662	21	55662
15	60216	15	60216
15	1439	17	1439
16	65321	16	65321
16	9973	18	9973
15	56825	17	56825
15	34360	25	34360
16	27280	12	27280
19	60998	26	60998
16	3998	14	3998
15	36742	21	36742
16	56260	19	56260
14	9638	19	9638
18	34596	26	34596
17	61259	24	61259
16	20552	19	20552
18	37394	22	37394
17	43925	19	43925
16	4426	23	4426
14	41113	22	41113
16	8742	17	8742
16	36724	17	36724
16	46495	20	46495
15	25726	21	25726
17	58513	21	58513
14	2800	19	2800
16	34919	24	34919
14	26794	20	26794
15	43935	18	43935
14	10690	21	10690
16	12455	22	12455
13	10502	25	10502
14	12128	19	12128
18	54127	22	54127
16	66826	25	66826
15	45304	21	45304
16	18486	18	18486
16	24105	14	24105
15	12653	14	12653
17	22483	17	22483
14	60846	21	60846
16	45265	18	45265
15	32121	16	32121
15	53199	24	53199
13	9860	17	9860
19	69731	24	69731
16	50103	20	50103
16	47253	17	47253
16	43655	18	43655
17	54528	23	54528
16	18366	18	18366
15	52396	26	52396
17	41212	15	41212
16	54474	15	54474
16	56116	18	56116
14	20363	24	20363
17	65744	31	65744
13	12909	15	12909
17	40649	30	40649
14	6433	22	6433
11	25363	24	25363
17	51150	17	51150
17	64912	22	64912
16	9489	17	9489
16	47976	20	47976
17	40215	20	40215
15	4326	15	4326
16	48432	17	48432
15	29220	21	29220
15	3161	15	3161
15	39278	21	39278
18	11633	21	11633
16	68828	24	68828
18	60695	24	60695
13	11363	20	11363
17	48930	24	48930
15	37948	19	37948
15	55018	25	55018
17	9810	16	9810
16	32665	23	32665
16	13765	12	13765
14	7413	20	7413
11	3876	12	3876
14	44590	19	44590
17	63528	16	63528
10	590	14	590
16	40334	26	40334
12	6437	9	6437
18	41239	24	41239
15	23118	24	23118
17	8151	13	8151
16	68740	20	68740
16	18030	17	18030
15	17640	14	17640
16	46715	25	46715
15	25147	19	25147
16	40167	14	40167
9	1477	15	1477
16	40776	23	40776
16	44650	18	44650
16	13109	19	13109
15	39603	26	39603
18	35345	28	35345
18	24472	16	24472
15	49644	31	49644
14	55841	20	55841
16	4694	17	4694
14	12308	16	12308
17	45957	22	45957
16	12106	18	12106
17	62535	25	62535
17	20547	21	20547
17	51985	18	51985
16	63124	23	63124
16	37232	20	37232
16	58421	18	58421
15	10714	21	10714
17	60349	21	60349
17	42924	23	42924
15	9454	16	9454
18	54730	28	54730
16	36915	22	36915
14	32520	24	32520
16	65678	22	65678
14	35231	21	35231
17	34018	24	34018
16	35844	24	35844
17	36708	21	36708
14	4793	18	4793
17	56846	16	56846
15	26168	22	26168
12	20748	15	20748
15	22190	17	22190
15	50639	15	50639
16	15632	13	15632
16	48185	12	48185
17	12831	24	12831
18	66677	20	66677
16	36844	25	36844
16	58788	24	58788
15	55134	23	55134
17	29378	16	29378
13	9334	18	9334
15	37118	17	37118
16	68853	23	68853
15	22917	19	22917
12	1891	16	1891
18	55919	20	55919
14	13265	20	13265
16	44814	19	44814
16	65372	22	65372
18	67995	21	67995
14	11728	23	11728
14	4243	17	4243
15	63672	10	63672
15	23310	20	23310
14	29515	13	29515
13	60017	17	60017
13	43053	21	43053
16	16360	19	16360
16	62537	22	62537
16	40152	18	40152
12	14901	22	14901
14	19527	20	19527
16	55783	24	55783
15	39437	29	39437
15	32358	20	32358
17	28811	21	28811
15	6280	15	6280
17	67497	19	67497
14	13944	15	13944
14	35657	27	35657
17	53182	20	53182
14	27414	24	27414
13	10862	21	10862
13	6098	16	6098
13	5656	13	5656
17	66780	20	66780
13	19362	28	19362
16	38503	20	38503
16	63708	23	63708
14	38548	13	38548
15	42745	23	42745
16	57379	24	57379
15	61857	25	61857
9	11005	23	11005
17	63246	23	63246
13	28226	15	28226
15	30410	24	30410
17	55957	20	55957
14	20762	24	20762
16	47210	28	47210
16	40288	17	40288
16	32696	16	32696
11	16646	15	16646
16	48997	23	48997
15	61506	25	61506
16	22926	21	22926
16	46493	20	46493
15	51802	21	51802
17	34934	17	34934
16	29674	12	29674
16	55567	31	55567
14	22147	25	22147
18	35771	16	35771
18	61222	17	61222
19	65278	26	65278
18	31485	15	31485
16	18042	24	18042
17	33780	28	33780
16	25192	20	25192
15	32941	19	32941
18	24797	21	24797
17	63881	19	63881
14	28520	27	28520
17	29374	24	29374
9	642	14	642
16	14476	22	14476
15	26487	21	26487
12	1203	20	1203
15	38037	26	38037
14	66775	27	66775
12	10250	17	10250
15	31035	19	31035
14	22123	21	22123
13	1755	13	1755
13	30312	17	30312
17	68616	20	68616
17	29908	21	29908
16	65245	26	65245
12	4641	12	4641
14	61826	24	61826
17	63744	21	63744
16	40412	14	40412
18	29399	18	29399
15	59021	21	59021
16	48248	16	48248
17	47440	17	47440
17	69153	18	69153
8	3439	12	3439
12	10380	16	10380
16	52029	23	52029
17	62361	22	62361
12	11529	28	11529
18	22261	28	22261
17	20880	16	20880
15	17254	18	17254
16	22903	16	22903
16	11708	20	11708
15	43741	23	43741
9	457	7	457
16	49744	19	49744
16	16867	21	16867
15	10706	21	10706
16	57130	25	57130
15	38989	27	38989
18	58812	25	58812
18	17441	18	17441
17	13956	17	13956
16	65072	22	65072
17	59038	32	59038
16	18597	20	18597
16	56897	19	56897
16	52781	22	52781
14	35360	23	35360
13	16296	14	16296
15	18153	18	18153
16	13607	17	13607
15	40087	20	40087
17	17305	21	17305
18	63397	19	63397
14	26819	15	26819
17	69333	28	69333
18	55758	23	55758
15	14699	21	14699
18	67946	19	67946
16	52989	19	52989
17	31952	23	31952
14	20848	23	20848
16	64696	22	64696
16	5692	20	5692
17	21304	28	21304
16	20792	23	20792
15	22558	27	22558
13	8361	17	8361
